,text,title,observer,event,year
297," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the ATLAS survey (Smith et al. 2020 2020arXiv200309052S), and the Zwicky Transient Facility ZTF (Bellm et al. 2019 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S).
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2020 December 14, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2020
298," We report on UV/optical and X-ray observations of ZTF21aakilyd/AT2021csp (Perley et al., Astronote #2021-62) with the Neil Gehrels Swift Observatory (Gehrels et al. 2004). Observations started on 12 February 2021 at 22:14 UT. We measured the brightness of the transient using an aperture with a radius of 3'':



JD
Filter
Magnitude


2459258.433
UVW2
17.34 ± 0.07


2459258.494
UVW2
17.25 ± 0.07


2459258.442
UVM2
17.22 ± 0.05


2459258.499
UVM2
17.21± 0.07


2459258.428
UVW1
17.35 ± 0.07


2459258.489
UVW1
17.38 ± 0.07


2459258.429
U
17.36 ± 0.07


2459258.491
U
17.43 ±  0.07


2459258.43
B
17.60 ± 0.09


2459258.492
B
17.44 ± 0.09


2459258.435
V
17.99 ± 0.20


2459258.496
V
17.77 ± 0.17



The magnitudes are reported in the AB system and not corrected for reddening. The reported measurements include flux from the host galaxy. However, we expect the total host contribution to be small based on GALEX and SDSS observations obtained before the discovery of AT2021csp.
Swift/XRT observations were carried out in photon-counting mode. We analyzed the data using http://www.swift.ac.uk/user_objects/. No source was detected at the position of AT2021csp. We infer a limit of 0.014 ct/s (3 sigma confidence). Assuming a Galactic column density of n(H) 2.36E+20 cm^-2, a redshift of 0.081, and a power-law spectrum with photon index = 2, this count rate corresponds to an unabsorbed flux limit of 5.19E-13 erg cm^-2 s^-1 in the bandpass from 0.3-10 keV. At the distance of AT2021csp this corresponds to a 0.3-10 keV luminosity L < 7.1E+42 erg s^-1.
ZTF is supported by the National Science Foundation under Grant No. AST-2034437 and a collaboration including Caltech, IPAC, the Weizmann Institute for Science, the Oskar Klein Center at Stockholm University, the University of Maryland, Deutsches Elektronen-Synchrotron and Humboldt University, the TANGO Consortium of Taiwan, the University of Wisconsin at Milwaukee, Trinity College Dublin, Lawrence Livermore National Laboratories, and IN2P3, France. Operations are conducted by COO, IPAC, and UW.

", Swift observations of ZTF21aakilyd/AT2021csp,ZTF,,2021
299," We observed the field of the SN Ic-BL SN 2020adow (Stanek et al. TNS AT Report No. 93957; Zheltoukhov et al. TNS Classification Report No. 8387) with the Jansky VLA on two epochs, 2020 Dec 30 at 03:49:21 UT (epoch 1) and 2021 Jan 10 at 02:51:02 UT (epoch two). Our observations were carried out at 5.5 GHz, with the array in its A configuration. In our preliminary analysis, we measure the following fluxes at a position compatible with the SN position: 28.5+/-7.1 uJy (epoch one) and 17.7+/-7.6 uJy (epoch 2, marginal detection). 

", Jansky VLA observations of SN 2020adow,ZTF,,2021
300," We report the classification of AT 2019ein as a young SN Ia-peculiar. Using Superfit (Howell et al. 2005, ApJ, 634, 1190) and SNID (Blondin & Tonry 2007, ApJ, 666, 1024), we find best fits to SNe Ia, including SN 2002bo 13 days before peak and SN 2001ay. The supernova is closest to NGC 5353 (z = 0.007755, DM = 32.2; NED values), but the features of the spectrum appear to be both blueshifted relative to the host and high-velocity. The Ca II IR triplet is highly blended with O I lines, creating an extremely broad and blended absorption feature. The high velocities suggest that the supernova was caught soon after explosion. Further follow up is encouraged.
Our classification spectrum is publicly available on the TNS.

", Classification of AT 2019ein as a young SN Ia-peculiar,ZTF,,2019
301," We report the spectroscopic classification of the following transients discovered by Zwicky Transient Facility (https://www.ztf.caltech.edu/; Kulkarni et al. 2018, ATel #11266) and by the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014, ApJ, 788, 48 and http://www.astronomy.ohio-state.edu/~assassin/index.shtml). The observations were performed with the IMACS spectrograph mounted on Walter Baade 6.5-m Magellan telescope on Las Campanas Observatory.
We used SNID (Blondin and Tonry, 2007, ApJ, 666, 1024) cross-correlation software to classify the SN candidates spectra. We found three of them to match typical type Ia SNe spectra, while the other two are very young SNe of type Ia and II. For the latter two SNe SNID was not able to provide a good match to the spectra and phase due to their young peculiar spectra.

", Las Campanas spectroscopic classification of young optical transients,ZTF,,2020
302," We report early photometry of ZTF20aaelulu (AT2020oi) from the Zwicky Transient Facility (ZTF; ATel #11266) and Swift/UVOT. ZTF20aaelulu is a rapidly rising transient coincident with M100 (z=0.0052) that was announced to TNS by the ALeRCE event broker (TNS report 51926, Forster et al.) based on a single r-band detection in the public ZTF alert stream. 
The first ZTF detection of ZTF20aaelulu was on UT 2020 Jan 07.46 (JD 2458855.9588) at g=16.97 mag, and the next detection showed a rise of nearly 1 mag (to g=16.09) in the next 1 day (JD 2458857.0417). The color in the first epoch is blue (g-r=-0.31). 
The Neil Gehrels Swift Observatory began observing ZTF20aaelulu on 8 January 2020 at 10:48 UT (PI: Foley and Schulze). A sequence of images in all UVOT filters was obtained. We measured the brightness of the galaxy at the explosion site using archival Swift data and the same source and background regions like for the new UVOT observations. Afterwards, we numerically subtracted the host flux from the recent observations to obtain the brightness of the transient.
We report the following magnitudes
JD FILTER MAG_AB ERROR
2458856.95600 UVW2   17.97 0.33
2458856.96320 UVM2   18.16 0.34
2458856.95120 UVW1   17.54 0.25
2458856.95260 U         16.54 0.14
2458856.95360 B         16.22 0.15
2458856.95840 V         15.94 0.20
using a circular aperture with a radius of 3’’ and centred at RA, DEC (J2000) = 12:22:54.910,+15:49:24.97. Further Swift observations are scheduled and additional follow-up is encouraged.
ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266), and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY, Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges the generous support of the NSF under AST MSIP Grant No 1440341. Alert distribution service provided by DIRAC@UW. Alert filtering is being undertaken by the GROWTH marshal system, supported by NSF PIRE grant 1545949.

"," Early ZTF and UVOT Observations of ZTF20aaelulu, a Supernova Candidate in M100",ZTF,,2020
303," In order to adapt the TNS for both the present and future needs, and in particular to the activity of transient brokers as significant sources that report discoveries of transients that are observed and publicly released by the observing surveys/facilities, we will perform the following small adjustments to the TNS handling of the “discovery group/s”, so that the activities involved in bringing a transient into the public domain are accurately documented.
The new handling was deployed today on the SANDBOX env., and it will be deployed on the production site next week, on Monday, Dec 2nd, 2019, around 08:00 GMT (including the population backwards of the groups fields for all existing AT-reports).
The single “Discovering Group” designation (as part of the AT/discovery report) is being replaced with two new fields that record both the survey/group that performed the actual observations and the reporting group (broker) that selected a transient for reporting to the TNS along with the relevant annotations. These will appear as:

Reporting Group
Discovery Data Source (the group operating the source survey)

These two entries can of course point to the same group (as is the case, for example, for amateur discoveries, and many of the currently running surveys), and should be specified as part of the AT report. They will also appear separately in the search query options, the ​Discovery Certificate​ and on the statistics pages.
So, for example:


Brokers such as ALeRCE which report on discoveries of relevant transient candidates found in public streams such as ZTF will report in the following manner: Reporting Group=ALeRCE, Discovery Data Source=ZTF.


Querying the TNS for all discoveries of a given observing survey (regardless of the reporting channel) can be done using the Discovery Data Source without having to unite the results for multiple groups.


Some surveys may operate several discovery instruments, so instead of having to choose all relevant instruments, it is more convenient to query by a single “Discovery Data Source” group.


It will be possible to easily query for transients according to their origin brokers including the case of brokers that report on transients from several discovery sources, as expected to happen soon.


 
Bot owners should adjust their scripts for the Bulk AT Reports, whether via JSON or TSV submissions, by replacing the single groupid identification with the following group id's entries:
      ""reporting_group_id"": ""X"",
      ""discovery_data_source_id"": ""Y"",
The new JSON/TSV templates can be found on the sandbox API TEST FORM.
 
*** Important Note ***
Please note that the current JSONs you're submitting will still continue to work until Jan 31, 2020, so your JSON AT reports SHOULD NOT FAIL also before getting to perform the changes.
However, if using TSV submissions, these should be revised and tested against the sandbox, and be ready for use by the deployment on Dec 2nd.
 
Comments and additional suggestions are clearly most welcome.
 

"," Modifications to the TNS treatment of the ""Discovery Group"" - to be deployed on Dec 2nd, 2019.",ZTF,,2019
304," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP, 13, 064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, arXiv:2003.09052). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy NGC 7549. We discovered ATLAS20lrn (AT2020ju) on MJD 58973.59 == 2020-05-04.59, at m_o = 17.52 +/- 0.06. ATLAS20lrn is offset by 7.9 arcsec south, 2.6 arcsec east from its likely host galaxy NGC 7549, which is at z = 0.016 or d = 56 Mpc (from NED), implying an absolute magnitude of M = -16.5 (assuming m-M = 33.72 and A_r = 0.33 and A_i = 0.25). The last nondetection was ~3 months ago, indicating that the transient could be an old supernova. Followup observations are encouraged.  
This work has made use of data from the Asteroid Terrestrial-impact Last Alert System (ATLAS) project. ATLAS is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area.  The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, and the Space Telescope Science Institute. 

", ATLAS20lrn (AT2020jdu): discovery of a candidate supernova in NGC 7549 (56 Mpc),ATLAS,,2020
305," We report the classificaiton of AT 2019brs as a member of the class of flares identified in Trakhtenbrot et al. (2019, Nature Astronomy, 3, 242). This class has been associated with events of enhanced accretion onto supermassive black holes.
Here we identify both the strong blue continuum and the N III + He II (""double peak"") emission feature associated with the Bowen fluorescence mechanism which characterize this class, together with strong Balmer (H-alpha and H-beta) emission lines.
This would be the fourth member of the class together with the event in the galaxy F01004-2237 (Tadhunter et al. 2017, Nature Astronomy, 1, 61) , OGLE17aaj (Gromazki et al. 2019, A&A, 622, 2), and AT 2017bgt / ASASSN-17cv (Trakhtenbrot et al. 2019, Nature Astronomy, 3, 242)
Our spectrum will momentarily be made public on the TNS.

", Classificaiton of AT 2019brs as an AT 2017bgt-like SMBH-Related Flare,ZTF,,2019
306," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy NGC 7828. We discovered ATLAS21ptp (AT2021ocs) on MJD 59358.59 == 2021-05-24.59, at m_o = 18.20 +/- 0.15. The object has emerged from solar conjunction, hence there are no meaningful non-detections, but the lightcurve appears to be rising. ATLAS21ptp is offset by 1.4 arcsec north, 5.4 arcsec east from NGC 7828, which is at z = 0.019 or d = 89 Mpc (from NED), implying an absolute magnitude of M = -16.61 (assuming m-M = 34.75 and A_r = 0.07 and A_i = 0.05). Followup observations are encouraged.
The Asteroid Terrestrial-impact Last Alert System (ATLAS) project is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area. This work was partially funded by Kepler/K2 grant J1944/80NSSC19K0112 and HST GO-15889, and STFC grants ST/T000198/1 and ST/S006109/1. The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, the Space Telescope Science Institute, the South African Astronomical Observatory, and The Millennium Institute of Astrophysics (MAS), Chile. 

", ATLAS21ptp (AT2021ocs): discovery of a candidate SN in NGC 7828 (89 Mpc),ATLAS,,2021
307," The Recommender Engine For Intelligent Transient Tracking (REFITT) collaboration reports the following 3 classifications from SOAR AEON observations with the Goodman Spectrograph (Clemens et al. 2004). Targets were selected from the Zwicky Transient Facility (ZTF; Bellm et al. 2019) processed through the Antares data broker (Narayan et al. 2018). Classifications, and the associated redshifts, were made using SNID (Blondin and Tonry 2007) and DASH (Muthukrishna et al. 2019), unless otherwise noted. 

", REFITT classifications of optical transients using SOAR,ZTF,,2020
308," The PTF SN Ia Working group was formed to discover SNe Ia in the nearby Hubble flow in order to make a determination of the dependence of SN Ia properties on their host properties and local environments, measurement of the volumetric rates of SNe Ia, and construct a new SN Ia Hubble diagram. In addition, the group discovered several very young, nearby and unique SNe Ia for which new insights and major constraints on the physics of SNe Ia were constructed. From 2009-2012, the Palomar Transient Factory (Law et al., 2009) spectroscopically confirmed 1,243 SNe Ia. Previous, major releases of data from the PTF SN Ia Working Group followed the publications of Maguire et al. (2014) and Pan et al. (2015), as well as individual spectra for SN 2011fe in Nugent et al. (2011), PTF09dav in Sullivan et al. (2011) and PTF11kx in Dilday et al. (2012) among others. The rate calculation for these events is found in Frohmaier et al. (2019).
With this data release, we are now making public all objects and spectra of the SNe Ia found by PTF. A list of the complete sample of PTF SN Ia is attached. These are direct links to WISeREP for listing all PTF Ia supernova and spectra. In the following months, we will be releasing final photometry for these objects as well. Note that roughly 30 SNe Ia have no spectra as these were spectroscopically confirmed by other groups (as they were co-discovered by PTF and one or more other groups) or the final reductions need to be improved in the coming weeks.
We would like to thank the staff, queue observers and friends who helped us obtain spectra during PTF at the following observatories: Palomar Observatory, W.M. Keck Observatory, Lick Observatory, William Herschel Telescope, Gemini Telescopes, Mayall Telescope, the SNIFS Collaboration on the University of Hawaii 88"" Telescope, Hubble Space Telescope, Liverpool Telescope, Hobby-Eberly Telescope, Very Large Telescope, Telescopio Nazionale Galileo, Nordic Optical Telescope and the Las Campanas Observatory.
The following list (hopefully complete, apologies to those we forgot) of individuals were responsible for observing and/or reducing the spectroscopic data obtained by the PTF SN Ia Working Group. We thank them for all their hard work: Iair Arcavi, Carles Badenes, Tom Barlow, Aaron Barth, Eric Bellm, Sagi Ben-Ami, Rau Bhalerao, Varun Bhalerao, Peter Blanchard, Joshua Bloom, Janos Botyanszki, Yi Cao, Daniel Carson, Brad Cenko, Michael Childress, Kuenley Chiu, J. Choi, Kelsey Clubb, Bethany Cobb, Judy Cohen, Jeff Cooke, Nino Cucchiara, Paul Dunstall, Richard Ellis, Alex Filippenko, Ryan Foley, Derek Fox, Morgan Fraser, Avishay Gal-Yam, Melissa Graham, Chris Griffith, Paul Groot, Jacob Hermann Olesen, Graham Herzig, Sebastian Hoenig, Isobel Hook, Assaf Horesh, Griffin Hosseinzadeh, Eric Hsiao, Joel Jonsson, Michael Kandrashoff, Daniel Kasen, Mansi Kasliwal, David Khatami, Io Kleiser, Nick Konidaris, Rubina Kotak, Shri Kulkarni, Thomas Kupfer, Andreas Larsen, Shane Larson, David Levitan, Chris Lidman, Tom Matheson, Don Neill, Samaya Nissanke, Eran Ofek, Yen-Chen Pan, Dan Perley, Daniel Perley, David Polishook, Dovi Poznanski, Robert Quimby, Branimir Sesar, Isaac Shivvers, Jeff Silverman, Alessandro Sonnenfeld, Thea Steele, Nao Suzuki, Sumin Tang, Shriharsh Tendulkar, Christopher Theissen, Kaew Tinyanont, Erik Tollerud, Tomasso Treu, Sjoert van Velzen, Kars Verbeek, Adam Waszczak, Adam Waszczak, Dong Xu, Ofer Yaron and Barak Zackay.

", Release of PTF Type Ia objects/spectra via WISeREP,ZTF,,2020
309," The Asiago Transient Classification Program (Tomasella et al. 2014, AN, 335, 841), in the framework of the ASYAGO School Program (Asiago School for Young Astronomers with Galileo Observations, attending students: Francesco Antonuccio, Giovanni Benetti, Alberto Fantini, Emily Pertile, Anna Rigoni; tutors: Alessandro Siviero, Costantino Sigismondi), reports the following spectroscopic observation.
The target was supplied by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014).
The observation was performed with the Asiago 1.82m Copernico Telescope (+AFOSC; range 340-820 nm; resolution 1.4 nm).

", Asiago spectroscopic classification of optical transients,ZTF,,2019
310," We report the first X-ray detection of SN2020tcw with the Chandra X-ray Observatory (CXO) at 60 days post-discovery (program #21500443, PI Margutti). SN2020tcw was discovered on September 12th 2020 (Tonry et al., TNS Astronomical Transient Report No. 81951) and classified as a hydrogen-poor super-luminous supernova (Perley et al., AstroNote 2020-192) at a redshift of z~0.0645 (d~291 Mpc).
 
We observed SN2020tcw on November 10th and 11th 2020 and detected significant X-ray emission at the location of the optical counterpart of the transient. A preliminary reduction yields a 0.3-10 keV absorbed flux of 5.1E-15 erg/s/cm^2 (1 sigma c.l. between 3.5E-15 - 6.9E-15 erg/s/cm^2) assuming a power law spectral model with a photon index of 2. This corresponds to a 0.3-10 keV luminosity of 5.2E+40 erg/s (1 sigma c.l. between 3.5E+40 - 7.0E+40 erg/s).  The Galactic neutral hydrogen column density along the line of sight of the transient is 1.57E+20 cm^-2 (Kalberla+ 2005).
 
SN2020tcw was also detected by the VLA on November 15th 2020 with a flux density of 0.2 mJy at 6 GHz (Coppejans et al., AstroNote 2021-73). Extrapolating this result with an optically-thin synchrotron spectrum (assuming a spectral index of beta=1, where Fnu ~ nu^-beta) predicts an X-ray synchrotron component of 4E-17 erg/s/cm^2 (0.3-10 keV). The X-ray emission detected by CXO is in significant excess of this prediction by a factor of ~100 and we thus suggest that, similar to other SNe, the X-ray emission might be powered by bremsstrahlung radiation.
 
Subsequent observations of SN2020tcw in December 2020 revealed no significant X-ray emission to a 0.3-10 keV luminosity upper limit of 1.5E+40 erg/s (3 sigma c.l.). This shows that the X-ray emission has faded, supporting a physical association of the detected X-ray emission with SN2020tcw. Further multi-wavelength observations are planned.
 
We thank the entire CXO team for making these observations possible.
 

", X-ray detection of the SLSN-I 2020tcw,ZTF,,2021
311," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
 
Targets were supplied by the OGLE-IV Real-time Transient Search (Wyrzykowski et al., 2014 arxiv:1409.1095; http://ogle.astrouw.edu.pl/).
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2019 September 5, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H) and Superfit (Howell et al. 2005 2005ApJ...634.1190H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2019
312," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the ATLAS survey (Smith et al. 2020 2020arXiv200309052S), the Zwicky Transient Facility ZTF (Bellm et al. 2019 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S) and the ESA Gaia Photometric Science Alerts Team DPAC.
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2021 March 21, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2021
313," The adH0cc programme for an ""accurate determination of H0 with core-collapse supernovae"" reports the classification of the optical transient SN 2020acae. The target was supplied by the Zwicky Transient Facility ZTF (Kulkarni 2018, 2018ATel11266....1K). The observations were performed on the night of 2020 December 11 with the ESO Very Large Telescope UT1, equipped with the FORS2 spectrograph and grism 300V, covering a wavelength range from 3400 to 9600 Å at a resolution of 10 Å. The classification was done using GELATO (Harutyunyan et al. 2008 2008A&A...488..383H).

", adH0cc spectroscopic classification of SN 2020acae,ZTF,,2020
314," The Zwicky Transient Facility (ZTF) has begun nightly concurrent observations of TESS sector 14 on July 18, 2019. Most of this sector is covered by ZTF except TESS Camera 4 due to the visibility limits from Palomar. Each ZTF pointing has one exposure each for g and r filter. Based on the first three night observations, we found four ZTF transients ZTF19abfwtkw (AT2019lcn), ZTF19abgnuri (AT2019lkt), ZTF19abgncfz (AT2019liw) and ZTF19abgndlf (SN2019lkr) in this sector. Followup spectral classifications are encouraged.
ZTF plans to conduct a public, nightly concurrent survey of all 13 TESS northern sectors in 2019-2020. The ZTF transient alerts in the TESS fields will have the keyword ""programpi"" in the candidate block set to ""TESS"". In addition to the ZTF alert streams provided by various alert brokers, all ZTF-TESS alerts will be released nightly to the public via ZTF's bucket on Google Cloud in a compressed tarball with the alert packets converted into JSON format. Details on how to access these alerts are given in the following Jupyter notebook: https://colab.research.google.com/github/dmitryduev/kowalski/blob/master.... ZTF-TESS alerts will also be cross-matched against a number of external catalogs, including 2MASS PSC, AllWISE, IPHAS DR2 and Gaia DR2. While nightly observations are planned, in the event of bad weather or system problems, no tarball will be generated.
We anticipate that ZTF light curves for all objects observed concurrently by TESS and ZTF will be made available publicly within one month of the end of a TESS sector observation campaign. Details on how to access the ZTF light curve data will be given in the same Jupyter notebook as mentioned above. These light curves are constructed from sources extracted from the undifferenced epochal science images, using seed detections from the deeper reference images (co-adds).
Supernova candidates identified using a combination of automated filters and human vetting will be automatically posted to the Transient Name Server (TNS) at https://www.wis-tns.org with the ""sender"" keyword set to ""ZTF_TESS"".  These will include bright (<19 mag) candidates, which are also selected by the ongoing ZTF Bright Transient Survey (BTS; ATEL #11688). We encourage spectroscopic followup of these candidates as quickly as possible to maximize the potential science return from the ZTF-TESS combination.
ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266), and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY, Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges the generous support of the NSF under AST MSIP Grant No 1440341. Alert distribution service provided by DIRAC@UW. Alert filtering is being undertaken by the GROWTH marshal system, supported by NSF PIRE grant 1545949. We acknowledge the support from the Heising-Simons Foundation under Grant No. 12540303.

", The Zwicky Transient Facility Begins Nightly Concurrent Observations of TESS Northern Fields,ZTF,,2019
315," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy NGC 6627. We discovered ATLAS21bkcp (AT2021abkm) on MJD 59501.21 == 2021-10-14.21, at m_o = 18.15 +/- 0.11. There was no detection by ATLAS on MJD 59493.25 == 2021-10-06.25. ATLAS21bkcp is offset by 24.6 arcsec north, 18.3 arcsec west from its likely host galaxy NGC 6627, which is at z = 0.018 or d = 69 Mpc (from NED), implying an absolute magnitude of M = -16.4 (assuming m-M = 34.22 and A_r = 0.45 and A_i = 0.34). A finder and forced photometry plot are attached, followup observations are encouraged.  
The Asteroid Terrestrial-impact Last Alert System (ATLAS) project is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area. This work was partially funded by Kepler/K2 grant J1944/80NSSC19K0112 and HST GO-15889, and STFC grants ST/T000198/1 and ST/S006109/1. The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, the Space Telescope Science Institute, the South African Astronomical Observatory, and The Millennium Institute of Astrophysics (MAS), Chile. 

", ATLAS21bkcp (AT2021abkm): discovery of a candidate supernova in NGC 6627 (69 Mpc),ATLAS,,2021
316," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy ESO 563- G 017. We discovered ATLAS20bgez (AT2020abcq) on MJD 59181.58 == 2020-11-28.58, at m_o = 18.80 +/- 0.18. There was no detection by ATLAS on MJD 59169.55 == 2020-11-16.55. ATLAS20bgez is offset by 14.8 arcsec north, 7.4 arcsec east from ESO 563- G 017, which is at z = 0.0115 or d = 58 Mpc (redshift independent, from NED), implying an absolute magnitude of M = -15.32 (assuming m-M = 33.83 and A_r = 0.33 and A_i = 0.25). Followup observations are encouraged.
This work has made use of data from the Asteroid Terrestrial-impact Last Alert System (ATLAS) project. ATLAS is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area.  The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, and the Space Telescope Science Institute. 

", ATLAS20bgez (AT2020abcq): discovery of a candidate SN in ESO 563- G 017 (58 Mpc),ATLAS,,2020
